1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Luiz Henrique Barbosa,33,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Básico Completo,Rio de Janeiro,RJ,"R$ 2.720,53","R$ 680,13",Carro,Álcool,1341,Diária,Serviços adicionais,Não considero relevante,Preços,Melhorias na qualidade do atendimento,Bom,Controle de abastecimentos,Quinzenal,Ofertas mais atraentes
Heitor Martins,28,Masculino Cisgênero,Preto(a),Sim,Casado(a),Ensino Superior Completo,Santarém ,PA,"R$ 5.838,25","R$ 1.109,27",Moto,Gasolina,4687,Semanal,Preço,Influencia minhas escolhas,Serviços adicionais,Melhorias na qualidade do atendimento,Ruim,Controle de abastecimentos,Semanal,Ofertas mais atraentes
Sophia Rocha,19,Feminino Cisgênero,Indígena,Sim,Casado(a),Ensino Superior Incompleto,Rio de Janeiro,RJ,"R$ 7.793,28","R$ 1.363,82",Ônibus,Diesel,2023,Diária,Preço,Fator de decisão,Serviços adicionais,Melhorias na qualidade do atendimento,Regular,Controle de abastecimentos,Mensal,Ofertas mais atraentes
Emanuel da Paz,55,Masculino Cisgênero,Preto(a),Sim,Divorciado(a),Pós-graduação,Minas Gerais,MG,"R$ 3.074,53","R$ 845,50",Moto,Gasolina,4576,Mensal,Combustível com qualidade,Não influencia minhas escolhas,Banco24h,Melhorias na qualidade do atendimento,Ruim,Controle de abastecimentos,Eventual,Ofertas mais atraentes
Eduardo Souza,66,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Básico Completo,Rio de Janeiro,RJ,"R$ 1.948,33","R$ 389,67",Ônibus,Diesel,141,Mensal,Combustível com qualidade,Não considero relevante,Descontos e promoções,Melhorias na qualidade do atendimento,Regular,Controle de abastecimentos,Diária,Ofertas mais atraentes
Isabel Rodrigues,61,Outros,Preto(a),Sim,Divorciado(a),Ensino Médio Completo,Piracicaba,SP,"R$ 2.905,45","R$ 726,36",Carro,Gasolina,4583,Mensal,Serviços adicionais,Não influencia minhas escolhas,Descontos e promoções,Melhorias na qualidade do atendimento,Bom,Controle de abastecimentos,Mensal,Ofertas mais atraentes
João Guilherme Martins,43,Masculino Cisgênero,Pardo(a),Não,Casado(a),Ensino Superior Completo,Campinas,SP,"R$ 5.953,45","R$ 1.131,16",Ônibus,Diesel,2719,Diária,Preço,Não considero relevante,Serviços adicionais,Melhorias na qualidade do atendimento,Muito Bom,Controle de abastecimentos,Mensal,Ofertas mais atraentes
Pedro Alves,48,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Completo,Caruaru,PE,"R$ 2.623,26","R$ 655,82",Carro,GNV,2844,Mensal,Preço,Não considero relevante,Descontos e promoções,Melhorias na qualidade do atendimento,Excelente,Controle de abastecimentos,Diária,Ofertas mais atraentes
João Caldeira,68,Masculino Cisgênero,Branco(a),Não,Casado(a),Ensino Superior Completo,São José do Rio Preto,SP,"R$ 8.986,40","R$ 1.527,69",Ônibus,Diesel,3131,Mensal,Serviços adicionais,Não considero relevante,Localização,Mais atendentes nos postos de abastecimento,Bom,Consórcio,Quinzenal,Ofertas mais atraentes
Renan Silva,36,Masculino Transgênero,Preto(a),Não,Viúvo(a),Mestrado,Rio de Janeiro,RJ,"R$ 8.485,15","R$ 1.442,48",Caminhonete,Diesel,3437,Eventual,Serviços adicionais,Não considero relevante,Localização,Mais atendentes nas lojas de conveniência,Regular,Consórcio,Eventual,Ofertas mais atraentes
Theo Melo,18,Masculino Cisgênero,Amarelo(a),Sim,Divorciado(a),Ensino Superior Completo,Vitória,ES,"R$ 8.653,65","R$ 1.471,12",Caminhão,Diesel,2314,Semanal,Serviços adicionais,Influencia minhas escolhas,Localização,Mais terminais Banco24h,Regular,Consórcio,Semanal,Ofertas mais atraentes
Gabrielly Correia,35,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Pós-graduação,Minas Gerais,MG,"R$ 8.799,26","R$ 1.495,87",Moto,Gasolina,3435,Mensal,Preço,Influencia minhas escolhas,Localização,Mais segurança nas lojas de conveniência,Bom,Consórcio,Eventual,Ofertas mais atraentes
Matheus Jesus,34,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Incompleto,Belo Horizonte,SC,"R$ 6.249,98","R$ 1.125,00",Moto,Gasolina,3575,Diária,Localização,Não considero relevante,Localização,Mais segurança nas lojas de conveniência,Excelente,Consórcio,Diária,Ofertas mais atraentes
Marina Caldeira,38,Outros,Indígena,Sim,Divorciado(a),Pós-graduação,Nova Iguaçu,RJ,"R$ 6.453,62","R$ 1.161,65",Ônibus,Diesel,836,Semanal,Localização,Influencia minhas escolhas,Localização,Melhorias na qualidade do atendimento,Ruim,Consórcio,Diária,Ofertas mais atraentes
Ana Julia da Luz,57,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Superior Completo,Bauru,SP,"R$ 6.298,04","R$ 1.133,65",Caminhonete,Diesel,3303,Quinzenal,Combustível com qualidade,Não influencia minhas escolhas,Localização,Melhorias na qualidade do atendimento,Ruim,Consórcio,Eventual,Ofertas mais atraentes
Beatriz Silva,48, Feminino Cisgênero,Branco(a),Não,Divorciado(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 8.891,88","R$ 1.511,62",Ônibus,Diesel,1092,Semanal,Combustível com qualidade,Fator de decisão,Localização,Mais atendentes nos postos de abastecimento,Regular,Consórcio,Eventual,Ofertas mais atraentes
Maria Clara Rodrigues,47,Feminino Cisgênero,Amarelo(a),Sim,Viúvo(a),Ensino Médio Incompleto,São José do Rio Preto,SP,"R$ 8.134,08","R$ 1.382,79",Ônibus,Diesel,3503,Mensal,Serviços adicionais,Não considero relevante,Localização,Mais atendentes nas lojas de conveniência,Bom,Consórcio,Eventual,Ofertas mais atraentes
Yasmin Castro,23,Feminino Cisgênero,Preto(a),Sim,Divorciado(a),Ensino Médio Incompleto,Palmas,TO,"R$ 4.133,92","R$ 826,78",Ônibus,Diesel,2483,Semanal,Localização,Influencia minhas escolhas,Banco24h,Mais opções de pagamento,Muito Bom,Consórcio,Diária,Ofertas mais atraentes
Davi Lucas Moreira,79,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Superior Incompleto,Vitória,ES,"R$ 8.029,97","R$ 1.405,24",Ônibus,Diesel,4985,Quinzenal,Combustível com qualidade,Fator de decisão,Localização,Mais segurança nas lojas de conveniência,Ruim,Consórcio,Diária,Ofertas mais atraentes
Ryan Almeida,79,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Básico Incompleto,Governador Valadares,MG,"R$ 2.571,04","R$ 642,76",Caminhão,Diesel,2962,Mensal,Serviços adicionais,Não influencia minhas escolhas,Banco24h,Mais vantagens com o programa de fidelidade,Regular,Consórcio,Eventual,Ofertas mais atraentes
Kamilly da Conceição,22,Feminino Cisgênero,Amarelo(a),Não,Solteiro(a),Ensino Básico Completo,Rio de Janeiro,RJ,"R$ 1.595,59","R$ 319,12",Moto,Gasolina,3943,Diária,Combustível com qualidade,Influencia minhas escolhas,Lojas de Conveniência,Mais vantagens com o programa de fidelidade,Regular,Consórcio,Mensal,Ofertas mais atraentes
Juan Correia,52,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Básico Completo,Uberlândia,MG,"R$ 1.532,16","R$ 306,43",Moto,Gasolina,2670,Mensal,Localização,Não considero relevante,Lojas de Conveniência,Melhorias na qualidade do atendimento,Regular,Consórcio,Semanal,Ofertas mais atraentes
Luiz Otávio da Conceição,39,Masculino Cisgênero,Amarelo(a),Sim,Divorciado(a),Ensino Básico Incompleto,São Paulo,SP,"R$ 1.495,66","R$ 299,13",Moto,Gasolina,1314,Diária,Serviços adicionais,Não considero relevante,Descontos e promoções,Mais acessibilidade para PCDs,Regular,Consultas e parcelamentos de débitos de veículo,Diária,Ofertas mais atraentes
Luiz Henrique Alves,76,Masculino Cisgênero,Indígena,Não,Casado(a),Ensino Superior Completo,Maceió,AL,"R$ 9.448,32","R$ 1.606,21",Caminhão,Diesel,2048,Quinzenal,Preço,Não influencia minhas escolhas,Atendimento,Mais terminais Banco24h,Regular,Consultas e parcelamentos de débitos de veículo,Eventual,Ofertas mais atraentes
Larissa Alves,28,Feminino Transgênero,Amarelo(a),Não,Divorciado(a),Ensino Superior Incompleto,Manaus,AM,"R$ 3.909,83","R$ 1.075,20",Caminhão,Diesel,3533,Semanal,Combustível com qualidade,Não considero relevante,Serviços adicionais,Mais opções de pagamento,Regular,Consultas e parcelamentos de débitos de veículo,Diária,Ofertas mais atraentes
Renan Moura,34,Masculino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 6.002,19","R$ 1.080,39",Moto,Gasolina,3590,Diária,Serviços adicionais,Não influencia minhas escolhas,Serviços adicionais,Mais opções de pagamento,Bom,Consultas e parcelamentos de débitos de veículo,Mensal,Ofertas mais atraentes
Ana Carolina Jesus,26,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Completo,Palmas,TO,"R$ 7.233,01","R$ 1.265,78",Ônibus,Diesel,835,Diária,Preço,Não considero relevante,Serviços adicionais,Mais opções de pagamento,Regular,Consultas e parcelamentos de débitos de veículo,Mensal,Ofertas mais atraentes
Vinicius Cunha,52,Masculino Cisgênero,Pardo(a),Não,Casado(a),Doutorado,Rio de Janeiro,RJ,"R$ 9.047,77","R$ 1.538,12",Caminhão,Diesel,71,Mensal,Localização,Não influencia minhas escolhas,Combustível com qualidade,Mais opções de produtos nas lojas de conveniência,Regular,Consultas e parcelamentos de débitos de veículo,Mensal,Ofertas mais atraentes
Lorena da Rocha,19,Feminino Cisgênero,Pardo(a),Não,Casado(a),Ensino Médio Incompleto,Contagem,MG,"R$ 7.888,00","R$ 1.380,40",Caminhão,Diesel,1698,Diária,Localização,Não influencia minhas escolhas,Serviços adicionais,Mais opções de produtos nas lojas de conveniência,Ruim,Consultas e parcelamentos de débitos de veículo,Eventual,Ofertas mais atraentes
Milena Barros,27,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Superior Completo,Salvador,BA,"R$ 2.757,55","R$ 689,39",Caminhão,Diesel,2096,Mensal,Combustível com qualidade,Não considero relevante,Descontos e promoções,Mais segurança nas lojas de conveniência,Regular,Consultas e parcelamentos de débitos de veículo,Mensal,Ofertas mais atraentes
Enzo Gabriel Santos,72,Masculino Cisgênero,Indígena,Não,Viúvo(a),Pós-graduação,Contagem,MG,"R$ 2.914,37","R$ 728,59",Moto,Gasolina,2062,Quinzenal,Localização,Não considero relevante,Descontos e promoções,Mais segurança nas lojas de conveniência,Regular,Consultas e parcelamentos de débitos de veículo,Mensal,Ofertas mais atraentes
Luiza Carmo,80,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Básico Incompleto,São Paulo,SP,"R$ 2.442,81","R$ 488,56",Caminhão,Diesel,169,Diária,Preço,Não considero relevante,Descontos e promoções,Mais segurança nas lojas de conveniência,Muito Bom,Consultas e parcelamentos de débitos de veículo,Diária,Ofertas mais atraentes
Erick da Conceição,54,Masculino Cisgênero,Pardo(a),Não,Casado(a),Ensino Médio Incompleto,Curitiba,PR,"R$ 8.158,44","R$ 1.386,93",Ônibus,Diesel,3592,Diária,Combustível com qualidade,Não considero relevante,Serviços adicionais,Mais segurança nas lojas de conveniência,Ruim,Consultas e parcelamentos de débitos de veículo,Mensal,Ofertas mais atraentes
Beatriz Almeida,43, Feminino Cisgênero,Indígena,Não,Solteiro(a),Ensino Superior Completo,São José do Rio Preto,SP,"R$ 7.840,04","R$ 1.372,01",Caminhão,Diesel,1594,Semanal,Preço,Fator de decisão,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Regular,Consultas e parcelamentos de débitos de veículo,Semanal,Ofertas mais atraentes
Maria Julia Nascimento,79,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Pós-graduação,Porto Velho,RO,"R$ 6.157,51","R$ 1.108,35",Moto,Gasolina,1843,Quinzenal,Serviços adicionais,Influencia minhas escolhas,Serviços adicionais,Mais vantagens com o programa de fidelidade,Regular,Consultas e parcelamentos de débitos de veículo,Eventual,Ofertas mais atraentes
Mariane Barbosa,26,Feminino Cisgênero,Indígena,Não,Solteiro(a),Ensino Superior Incompleto,Piracicaba,SP,"R$ 4.673,56","R$ 934,71",Ônibus,Diesel,2472,Mensal,Combustível com qualidade,Influencia minhas escolhas,Serviços adicionais,Melhorias na qualidade do atendimento,Regular,Consultas e parcelamentos de débitos de veículo,Semanal,Ofertas mais atraentes
Olivia da Rosa,56,Feminino Cisgênero,Pardo(a),Sim,Viúvo(a),Ensino Superior Completo,Caruaru,PE,"R$ 9.510,96","R$ 1.616,86",Ônibus,Diesel,4766,Quinzenal,Preço,Fator de decisão,Atendimento,Mais atendentes nas lojas de conveniência,Bom,Recarga de celular,Quinzenal,Ofertas mais atraentes
Gustavo Rezende,76,Masculino Cisgênero,Branco(a),Não,Casado(a),Pós-graduação,Florianópolis,SC,"R$ 8.434,61","R$ 1.433,88",Ônibus,Diesel,3601,Semanal,Localização,Não influencia minhas escolhas,Serviços adicionais,Mais terminais Banco24h,Regular,Recarga de celular,Eventual,Ofertas mais atraentes
Ana Clara Nunes,47,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 4.971,36","R$ 944,56",Caminhão,Diesel,3090,Quinzenal,Localização,Não considero relevante,Serviços adicionais,Mais opções de pagamento,Bom,Recarga de celular,Quinzenal,Ofertas mais atraentes
Leonardo Silveira,38,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Pós-graduação,São José do Campos,SP,"R$ 3.937,12","R$ 1.082,71",Carro,GNV,4410,Quinzenal,Localização,Influencia minhas escolhas,Serviços adicionais,Mais opções de pagamento,Muito Bom,Recarga de celular,Diária,Ofertas mais atraentes
Bryan Barros,24,Masculino Cisgênero,Pardo(a),Sim,Casado(a),Ensino Médio Incompleto,Goiânia,GO,"R$ 7.527,08","R$ 1.317,24",Moto,Gasolina,3285,Semanal,Preço,Influencia minhas escolhas,Serviços adicionais,Mais opções de produtos nas lojas de conveniência,Regular,Recarga de celular,Mensal,Ofertas mais atraentes
Beatriz da Rosa,38,Feminino Cisgênero,Indígena,Não,Viúvo(a),Ensino Superior Completo,Governador Valadares,MG,"R$ 7.933,31","R$ 1.388,33",Ônibus,Diesel,4017,Mensal,Preço,Fator de decisão,Serviços adicionais,Mais opções de produtos nas lojas de conveniência,Excelente,Recarga de celular,Mensal,Ofertas mais atraentes
Marcelo Rodrigues,35,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Incompleto,Vitória,ES,"R$ 8.258,83","R$ 1.404,00",Moto,Gasolina,1805,Mensal,Atendimento,Fator de decisão,Serviços adicionais,Mais segurança nas lojas de conveniência,Ruim,Recarga de celular,Semanal,Ofertas mais atraentes
Sofia Barbosa,26,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Superior Completo,Londrina,PR,"R$ 7.584,71","R$ 1.327,32",Caminhão,Diesel,812,Mensal,Preço,Fator de decisão,Serviços adicionais,Mais segurança nas lojas de conveniência,Ruim,Recarga de celular,Diária,Ofertas mais atraentes
Pietra Campos,66,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 8.159,92","R$ 1.387,19",Moto,Gasolina,4302,Semanal,Atendimento,Não considero relevante,Serviços adicionais,Mais segurança nas lojas de conveniência,Ruim,Recarga de celular,Eventual,Ofertas mais atraentes
Agatha Fernandes,43,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 2.893,55","R$ 723,39",Carro,GNV,226,Mensal,Atendimento,Não considero relevante,Descontos e promoções,Mais vantagens com o programa de fidelidade,Ruim,Recarga de celular,Semanal,Ofertas mais atraentes
André da Cruz,20,Masculino Cisgênero,Pardo(a),Não,Casado(a),Ensino Médio Completo,São José do Rio Preto,SP,"R$ 5.904,78","R$ 1.121,91",Moto,Gasolina,793,Eventual,Atendimento,Não considero relevante,Serviços adicionais,Mais vantagens com o programa de fidelidade,Ruim,Recarga de celular,Semanal,Ofertas mais atraentes
Heitor da Cunha,59,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Médio Incompleto,São José do Rio Preto,SP,"R$ 8.583,29","R$ 1.459,16",Caminhão,Diesel,2351,Mensal,Combustível com qualidade,Fator de decisão,Higiene,Mais vantagens com o programa de fidelidade,Regular,Recarga de celular,Eventual,Ofertas mais atraentes
Ryan da Paz,51,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Mestrado,Natal,RN,"R$ 6.463,83","R$ 1.163,49",Carro,GNV,2869,Semanal,Combustível com qualidade,Não influencia minhas escolhas,Serviços adicionais,Melhorias na qualidade do atendimento,Ruim,Recarga de celular,Mensal,Ofertas mais atraentes
Bianca Gomes,38,Feminino Cisgênero,Preto(a),Sim,Divorciado(a),Ensino Básico Completo,Recife,PE,"R$ 1.403,04","R$ 280,61",Carro,Gasolina,4109,Diária,Preço,Não influencia minhas escolhas,Preços,Mais acessibilidade para PCDs,Bom,Canal de atendimento,Eventual,Ofertas mais atraentes
Cauê Peixoto,46,Masculino Cisgênero,Amarelo(a),Sim,Divorciado(a),Pós-graduação,Montes Claros,MG,"R$ 3.219,17","R$ 885,27",Moto,Gasolina,3338,Quinzenal,Preço,Não influencia minhas escolhas,Localização,Mais acessibilidade para PCDs,Ruim,Canal de atendimento,Eventual,Ofertas mais atraentes
Pedro Miguel Nogueira,76,Masculino Cisgênero,Amarelo(a),Sim,Divorciado(a),Ensino Médio Incompleto,Vitória,ES,"R$ 4.860,97","R$ 923,58",Caminhão,Diesel,3576,Semanal,Atendimento,Não influencia minhas escolhas,Localização,Mais acessibilidade para PCDs,Regular,Canal de atendimento,Mensal,Ofertas mais atraentes
Helena Cardoso,67,Feminino Cisgênero,Indígena,Sim,Viúvo(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 4.171,06","R$ 834,21",Moto,Gasolina,3737,Semanal,Localização,Não influencia minhas escolhas,Acessibilidade,Mais acessibilidade para PCDs,Ruim,Canal de atendimento,Diária,Ofertas mais atraentes
Alexia Cavalcanti,66,Feminino Cisgênero,Amarelo(a),Não,Viúvo(a),Ensino Médio Completo,Jundiaí,SP,"R$ 8.296,77","R$ 1.410,45",Moto,Gasolina,4754,Mensal,Atendimento,Fator de decisão,Preços,Mais terminais Banco24h,Ruim,Canal de atendimento,Diária,Ofertas mais atraentes
Alice Monteiro,57,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 9.861,24","R$ 1.676,41",Moto,Gasolina,1918,Diária,Atendimento,Fator de decisão,Localização,Mais bombas de auto-atendimento,Ruim,Canal de atendimento,Mensal,Ofertas mais atraentes
Danilo Moraes,43,Masculino Cisgênero,Pardo(a),Não,Casado(a),Ensino Médio Incompleto,Taubaté ,SP,"R$ 4.661,56","R$ 932,31",Moto,Gasolina,3144,Semanal,Preço,Não influencia minhas escolhas,Combustível com qualidade,Mais opções de pagamento,Muito Bom,Canal de atendimento,Mensal,Ofertas mais atraentes
Ana Beatriz Alves,53,Feminino Cisgênero,Indígena,Não,Viúvo(a),Ensino Médio Completo,Montes Claros,MG,"R$ 7.464,05","R$ 1.306,21",Moto,Gasolina,4293,Mensal,Localização,Não influencia minhas escolhas,Localização,Mais opções de produtos nas lojas de conveniência,Ruim,Facilidade de uso,Diária,Ofertas mais atraentes
