1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Pedro Pereira,Masculino,61,da Conceição do Galho,PE,Solteiro(a),Ensino Médio Incompleto,"R$ 7.048,72",Moto,Gasolina,2649,Design do aplicativo,Segurança,Qualidade do combustível,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Preço,Mensalmente,Ambiental,Ruim
Catarina da Rosa,Masculino,73,Costela Grande,AC,Viúvo(a),Pós-graduação,"R$ 3.237,58",Moto,Gasolina,4101,Maior facilidade de uso,Atendimento ao cliente,Qualidade do combustível,Mais opções de pagamento,Importante e influencia minha escolha,Mensalmente,Formas de Pagamento,Diariamente,Facilidade,Bom
Bárbara Oliveira,Feminino,60,Gomes,SP,Viúvo(a),Ensino Superior Incompleto,"R$ 5.851,49",Caminhão,Diesel,3817,Design do aplicativo,Segurança,Preço,Programa de fidelidade,Importante e influencia minha escolha,Semanalmente,Preço,Raramente,Economia,Bom
Joaquim Martins,Feminino,71,da Cruz,MS,Solteiro(a),Ensino Superior Incompleto,"R$ 5.943,01",Carro,GNV,1443,Mais funcionalidades,Combustível de qualidade,Preço,Postos mais modernos,Não considero importante,Semanalmente,Preço,Semanalmente,Economia,Ótimo
Isaac Rodrigues,Feminino,40,Almeida do Sul,RS,Solteiro(a),Ensino Superior Completo,"R$ 8.211,97",Carro,GNV,4352,Mais funcionalidades,Segurança,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Qualidade Combustível,Diariamente,Indicação,Bom
Isabelly Moraes,Masculino,51,Porto,TO,Casado(a),Ensino Médio Completo,"R$ 3.435,23",Carro,GNV,265,Design do aplicativo,Combustível de qualidade,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Formas de Pagamento,Diariamente,Ambiental,Ruim
Felipe Aragão,Masculino,53,Ribeiro da Praia,RR,Divorciado(a),Ensino Superior Incompleto,"R$ 2.271,32",Moto,Gasolina,350,Maior facilidade de uso,Combustível de qualidade,Qualidade do combustível,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Localização,Raramente,Economia,Ruim
Gabriela Castro,Feminino,66,Gonçalves,SE,Solteiro(a),Ensino Médio Incompleto,"R$ 3.204,04",Carro,Gasolina,745,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Mais opções de pagamento,Importante e influencia minha escolha,Mensalmente,Formas de Pagamento,Raramente,Indicação,Ótimo
Dr. Enrico Pereira,Feminino,32,Cavalcanti da Prata,SP,Viúvo(a),Pós-graduação,"R$ 3.294,28",Carro,GNV,1082,Mais funcionalidades,Segurança,Preço,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Preço,Diariamente,Ambiental,Ruim
Sarah Pinto,Feminino,57,Ribeiro do Amparo,MA,Divorciado(a),Ensino Médio Incompleto,"R$ 6.390,54",Moto,Gasolina,191,Mais funcionalidades,Atendimento ao cliente,Localização,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Mensalmente,Formas de Pagamento,Mensalmente,Ambiental,Bom
Sra. Camila Costa,Feminino,67,Costa das Pedras,PA,Solteiro(a),Ensino Superior Incompleto,"R$ 6.864,70",Ônibus,Diesel,86,Ofertas mais atraentes,Segurança,Preço,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Localização,Raramente,Indicação,Bom
Isadora Azevedo,Feminino,26,da Rocha,AL,Solteiro(a),Pós-graduação,"R$ 1.520,00",Caminhão,Diesel,1938,Maior facilidade de uso,Combustível de qualidade,Qualidade do combustível,Mais opções de pagamento,Não considero importante,Semanalmente,Preço,Diariamente,Vantagens,Bom
Maitê Fogaça,Masculino,37,Lima,RS,Casado(a),Ensino Superior Completo,"R$ 3.005,37",Caminhão,Diesel,4191,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Programa de fidelidade,Não considero importante,Raramente,Preço,Diariamente,Ambiental,Ruim
Dra. Evelyn Farias,Masculino,71,Correia,PR,Divorciado(a),Ensino Médio Completo,"R$ 8.163,42",Ônibus,Diesel,4631,Mais funcionalidades,Atendimento ao cliente,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Semanalmente,Preço,Raramente,Indicação,Bom
Dr. Kevin Ribeiro,Feminino,54,Barros da Praia,MA,Casado(a),Ensino Médio Completo,"R$ 4.285,06",Moto,Gasolina,4307,Design do aplicativo,Combustível de qualidade,Localização,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Diariamente,Qualidade Combustível,Mensalmente,Ambiental,Bom
Sabrina da Cruz,Feminino,27,Ramos,RR,Solteiro(a),Ensino Médio Incompleto,"R$ 9.815,60",Caminhão,Diesel,3993,Maior facilidade de uso,Combustível de qualidade,Localização,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Localização,Mensalmente,Facilidade,Ótimo
Ana Julia Nunes,Masculino,32,Porto de Correia,BA,Solteiro(a),Ensino Médio Incompleto,"R$ 5.423,84",Carro,Gasolina,3503,Mais funcionalidades,Segurança,Serviços adicionais,Postos mais modernos,Não considero importante,Mensalmente,Serviços Oferecidos,Diariamente,Economia,Ruim
Maitê Almeida,Feminino,69,Santos,CE,Solteiro(a),Ensino Médio Incompleto,"R$ 5.176,05",Moto,Gasolina,1698,Ofertas mais atraentes,Combustível de qualidade,Preço,Melhorias no ambiente de loja de conveniência,Não considero importante,Mensalmente,Serviços Oferecidos,Diariamente,Indicação,Excelente
Julia Teixeira,Masculino,80,Lopes de Teixeira,SP,Casado(a),Pós-graduação,"R$ 9.008,68",Caminhão,Diesel,3727,Mais funcionalidades,Limpeza e organização,Qualidade do combustível,Mais opções de pagamento,Não considero importante,Semanalmente,Preço,Semanalmente,Facilidade,Ruim
Bruna Jesus,Feminino,51,Martins Alegre,TO,Solteiro(a),Ensino Superior Completo,"R$ 9.226,77",Moto,Gasolina,4306,Mais funcionalidades,Atendimento ao cliente,Preço,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Promoções e Descontos,Mensalmente,Vantagens,Ótimo
Sr. Enzo da Paz,Masculino,77,das Neves,AM,Casado(a),Ensino Superior Completo,"R$ 2.644,82",Ônibus,Diesel,1766,Design do aplicativo,Limpeza e organização,Preço,Mais opções de pagamento,Importante e influencia minha escolha,Raramente,Formas de Pagamento,Semanalmente,Facilidade,Bom
Sophia Dias,Masculino,26,Moura,MS,Casado(a),Ensino Superior Incompleto,"R$ 4.633,06",Camionete,Diesel,3006,Design do aplicativo,Segurança,Preço,Postos mais modernos,Importante e influencia minha escolha,Raramente,Serviços Oferecidos,Mensalmente,Vantagens,Ótimo
Lavínia da Luz,Feminino,37,Lopes,BA,Viúvo(a),Ensino Superior Incompleto,"R$ 1.800,34",Camionete,Diesel,2968,Mais funcionalidades,Combustível de qualidade,Localização,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Formas de Pagamento,Raramente,Vantagens,Ruim
Vitor Monteiro,Masculino,71,da Paz do Amparo,SC,Casado(a),Ensino Médio Completo,"R$ 2.567,98",Moto,Gasolina,661,Design do aplicativo,Limpeza e organização,Preço,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Mensalmente,Localização,Raramente,Vantagens,Ótimo
Lorena da Rocha,Masculino,19,Farias,ES,Casado(a),Ensino Médio Incompleto,"R$ 7.888,00",Caminhão,Diesel,1698,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Diariamente,Qualidade Combustível,Raramente,Vantagens,Ruim
Srta. Ana Vitória Costela,Masculino,19,Nunes,PI,Divorciado(a),Pós-graduação,"R$ 8.663,88",Caminhão,Diesel,4499,Ofertas mais atraentes,Segurança,Preço,Programa de fidelidade,Não considero importante,Mensalmente,Qualidade Combustível,Raramente,Vantagens,Excelente
Juan Correia,Masculino,52,Moura,AP,Solteiro(a),Ensino Superior Incompleto,"R$ 1.532,16",Moto,Gasolina,2670,Ofertas mais atraentes,Atendimento ao cliente,Localização,Postos mais modernos,Não considero importante,Mensalmente,Promoções e Descontos,Semanalmente,Indicação,Ótimo
Amanda Novaes,Feminino,49,Pires,BA,Viúvo(a),Ensino Médio Incompleto,"R$ 4.205,75",Moto,Gasolina,1364,Design do aplicativo,Atendimento ao cliente,Serviços adicionais,Mais opções de pagamento,Importante e influencia minha escolha,Mensalmente,Preço,Diariamente,Ambiental,Ruim
Caroline Oliveira,Feminino,32,Vieira,MT,Solteiro(a),Pós-graduação,"R$ 3.196,17",Moto,Gasolina,1732,Maior facilidade de uso,Segurança,Qualidade do combustível,Mais opções de pagamento,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Preço,Semanalmente,Vantagens,Excelente
Rafaela Carvalho,Masculino,70,Barbosa do Norte,SE,Casado(a),Ensino Médio Completo,"R$ 2.358,95",Ônibus,Diesel,4079,Design do aplicativo,Limpeza e organização,Preço,Postos mais modernos,"Importante, mas não influencia minha escolha",Mensalmente,Serviços Oferecidos,Semanalmente,Economia,Excelente
Emilly Rodrigues,Masculino,26,da Cunha dos Dourados,RJ,Solteiro(a),Pós-graduação,"R$ 6.073,49",Carro,Álcool,4622,Mais funcionalidades,Combustível de qualidade,Preço,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Formas de Pagamento,Mensalmente,Vantagens,Ruim
Clara das Neves,Masculino,37,Ramos do Galho,MS,Casado(a),Ensino Médio Incompleto,"R$ 4.614,13",Moto,Gasolina,2857,Maior facilidade de uso,Limpeza e organização,Localização,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Serviços Oferecidos,Raramente,Vantagens,Excelente
Rafael da Mota,Masculino,37,Peixoto da Mata,TO,Solteiro(a),Ensino Superior Completo,"R$ 4.759,53",Moto,Gasolina,3504,Design do aplicativo,Combustível de qualidade,Serviços adicionais,Postos mais modernos,Não considero importante,Semanalmente,Localização,Mensalmente,Indicação,Excelente
Nathan Monteiro,Masculino,50,das Neves Alegre,RR,Viúvo(a),Pós-graduação,"R$ 2.637,70",Carro,GNV,774,Maior facilidade de uso,Combustível de qualidade,Preço,Mais opções de pagamento,Importante e influencia minha escolha,Diariamente,Serviços Oferecidos,Raramente,Ambiental,Excelente
Caio Duarte,Masculino,65,Silveira,PI,Divorciado(a),Ensino Médio Completo,"R$ 6.550,05",Moto,Gasolina,2971,Design do aplicativo,Limpeza e organização,Qualidade do combustível,Postos mais modernos,Importante e influencia minha escolha,Raramente,Preço,Semanalmente,Economia,Excelente
Ana Luiza Pereira,Feminino,59,Farias de Goiás,AM,Casado(a),Pós-graduação,"R$ 3.392,82",Ônibus,Diesel,2341,Design do aplicativo,Combustível de qualidade,Localização,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Promoções e Descontos,Raramente,Vantagens,Excelente
Juan Lopes,Feminino,19,Nascimento do Galho,DF,Divorciado(a),Ensino Médio Incompleto,"R$ 7.090,40",Ônibus,Diesel,2769,Design do aplicativo,Limpeza e organização,Qualidade do combustível,Mais opções de pagamento,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Serviços Oferecidos,Mensalmente,Vantagens,Ruim
Sra. Bianca Caldeira,Masculino,25,Cardoso,RN,Viúvo(a),Ensino Superior Completo,"R$ 8.350,27",Caminhão,Diesel,3296,Design do aplicativo,Limpeza e organização,Preço,Melhorias no ambiente de loja de conveniência,Não considero importante,Mensalmente,Promoções e Descontos,Raramente,Ambiental,Ótimo
Juliana Rocha,Masculino,75,Fogaça de da Conceição,AP,Solteiro(a),Ensino Médio Incompleto,"R$ 8.583,64",Moto,Gasolina,2805,Design do aplicativo,Segurança,Localização,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Promoções e Descontos,Diariamente,Ambiental,Ótimo
Joaquim Campos,Feminino,57,Pereira das Flores,DF,Divorciado(a),Ensino Médio Completo,"R$ 5.695,22",Ônibus,Diesel,2621,Mais funcionalidades,Segurança,Serviços adicionais,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Mensalmente,Localização,Diariamente,Facilidade,Bom
Marcela da Cruz,Feminino,39,Rezende da Serra,BA,Divorciado(a),Ensino Médio Incompleto,"R$ 4.918,32",Caminhão,Diesel,1059,Mais funcionalidades,Atendimento ao cliente,Localização,Mais opções de pagamento,Não considero importante,Raramente,Serviços Oferecidos,Raramente,Indicação,Ótimo
Dr. Lorenzo Silveira,Masculino,61,Novaes,MT,Divorciado(a),Ensino Superior Completo,"R$ 7.812,03",Carro,Gasolina,2360,Design do aplicativo,Combustível de qualidade,Qualidade do combustível,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Mensalmente,Preço,Raramente,Facilidade,Bom
Nathan Pereira,Feminino,25,Ferreira de Goiás,RJ,Solteiro(a),Ensino Médio Completo,"R$ 2.108,61",Ônibus,Diesel,2484,Design do aplicativo,Limpeza e organização,Serviços adicionais,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Promoções e Descontos,Mensalmente,Facilidade,Ótimo
Evelyn da Costa,Masculino,72,Cardoso da Praia,PR,Solteiro(a),Ensino Médio Completo,"R$ 6.786,16",Ônibus,Diesel,4237,Maior facilidade de uso,Segurança,Localização,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Preço,Diariamente,Facilidade,Ótimo
Raquel das Neves,Masculino,27,Mendes,AL,Viúvo(a),Ensino Médio Incompleto,"R$ 2.670,18",Carro,Álcool,3846,Ofertas mais atraentes,Limpeza e organização,Localização,Melhorias no ambiente de loja de conveniência,Não considero importante,Semanalmente,Promoções e Descontos,Diariamente,Ambiental,Bom
Alexia Jesus,Masculino,33,Pereira das Pedras,AC,Solteiro(a),Ensino Médio Incompleto,"R$ 5.568,61",Carro,Gasolina,3796,Design do aplicativo,Atendimento ao cliente,Localização,Postos mais modernos,Não considero importante,Mensalmente,Localização,Raramente,Facilidade,Excelente
Pedro Freitas,Feminino,63,Nogueira,GO,Divorciado(a),Ensino Médio Completo,"R$ 9.271,05",Caminhão,Diesel,3246,Mais funcionalidades,Segurança,Localização,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Qualidade Combustível,Diariamente,Vantagens,Bom
Cauê das Neves,Masculino,75,da Costa,MT,Viúvo(a),Ensino Superior Completo,"R$ 9.026,28",Moto,Gasolina,1385,Mais funcionalidades,Atendimento ao cliente,Localização,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Promoções e Descontos,Mensalmente,Indicação,Bom
Marina Lopes,Masculino,23,Freitas Paulista,DF,Divorciado(a),Ensino Médio Completo,"R$ 5.064,27",Carro,Álcool,913,Design do aplicativo,Atendimento ao cliente,Qualidade do combustível,Programa de fidelidade,Importante e influencia minha escolha,Raramente,Serviços Oferecidos,Semanalmente,Indicação,Bom
Stella Cunha,Feminino,59,Pinto do Norte,RJ,Viúvo(a),Ensino Médio Incompleto,"R$ 7.594,36",Caminhão,Diesel,515,Ofertas mais atraentes,Combustível de qualidade,Preço,Programa de fidelidade,"Importante, mas não influencia minha escolha",Diariamente,Qualidade Combustível,Raramente,Facilidade,Bom
Gabrielly Silveira,Feminino,24,Cardoso,RR,Solteiro(a),Ensino Superior Incompleto,"R$ 7.554,34",Moto,Gasolina,3887,Ofertas mais atraentes,Segurança,Localização,Programa de fidelidade,Importante e influencia minha escolha,Mensalmente,Formas de Pagamento,Semanalmente,Economia,Bom
Renan Porto,Masculino,62,Jesus,RS,Divorciado(a),Pós-graduação,"R$ 6.487,19",Caminhão,Diesel,1650,Design do aplicativo,Limpeza e organização,Serviços adicionais,Mais opções de pagamento,Não considero importante,Raramente,Localização,Diariamente,Indicação,Excelente
Evelyn Moraes,Feminino,46,Silveira Grande,TO,Viúvo(a),Ensino Médio Completo,"R$ 6.605,91",Ônibus,Diesel,2091,Mais funcionalidades,Combustível de qualidade,Qualidade do combustível,Postos mais modernos,"Importante, mas não influencia minha escolha",Raramente,Serviços Oferecidos,Mensalmente,Economia,Excelente
Luiz Gustavo Porto,Feminino,20,Almeida de Goiás,BA,Viúvo(a),Ensino Superior Incompleto,"R$ 2.829,80",Caminhão,Diesel,350,Ofertas mais atraentes,Combustível de qualidade,Preço,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Diariamente,Formas de Pagamento,Raramente,Facilidade,Bom
Dr. Pedro Alves,Masculino,48,Correia,MT,Solteiro(a),Ensino Médio Completo,"R$ 2.623,26",Carro,GNV,2844,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Postos mais modernos,Não considero importante,Mensalmente,Promoções e Descontos,Diariamente,Facilidade,Excelente
Ana Carolina Jesus,Feminino,26,Silva de Minas,AC,Viúvo(a),Ensino Médio Completo,"R$ 7.233,01",Ônibus,Diesel,835,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Mais opções de pagamento,Não considero importante,Diariamente,Qualidade Combustível,Mensalmente,Vantagens,Ótimo
Camila Alves,Masculino,43,Barbosa da Serra,AC,Casado(a),Ensino Médio Incompleto,"R$ 6.918,88",Moto,Gasolina,1472,Ofertas mais atraentes,Combustível de qualidade,Qualidade do combustível,Programa de fidelidade,Não considero importante,Mensalmente,Formas de Pagamento,Mensalmente,Facilidade,Ótimo
